team,opponent,made,x,y,num,player,points,shot_type,date,venue
NU,ADU,0,49,58,1,D. Ildefonso,3,jump shot,2018.10.17,MOA
NU,ADU,0,-67,22,15,D. Yu,3,jump shot,2018.10.17,MOA
NU,ADU,0,-51,58,8,A. Joson,3,jump shot,2018.10.17,MOA
NU,ADU,0,-56,48,1,D. Ildefonso,3,jump shot,2018.10.17,MOA
NU,ADU,0,31,39,8,A. Joson,2,jump shot,2018.10.17,MOA
NU,ADU,0,-61,39,1,D. Ildefonso,3,jump shot,2018.10.17,MOA
NU,ADU,0,-2,36,8,A. Joson,2,jump shot,2018.10.17,MOA
NU,ADU,0,33,67,21,T. Rike,3,jump shot,2018.10.17,MOA
NU,ADU,0,-39,64,9,J. Clemente,3,jump shot,2018.10.17,MOA
NU,ADU,0,9,8,0,S. Ildefonso,2,jump shot,2018.10.17,MOA
NU,ADU,1,0,1,1,D. Ildefonso,2,tip in,2018.10.17,MOA
NU,ADU,0,-22,78,1,D. Ildefonso,3,jump shot,2018.10.17,MOA
NU,ADU,1,27,14,0,S. Ildefonso,2,jump shot,2018.10.17,MOA
NU,ADU,1,-2,27,1,D. Ildefonso,2,jump shot,2018.10.17,MOA
ADU,NU,1,27,79,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA
ADU,NU,0,32,5,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,1,8,16,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,1,-8,13,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,1,11,14,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,70,3,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA
ADU,NU,1,0,15,1,S. Manganti,2,lay up,2018.10.17,MOA
ADU,NU,1,-52,52,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA
ADU,NU,1,8,20,1,S. Manganti,2,lay up,2018.10.17,MOA
ADU,NU,1,42,43,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,1,0,32,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,14,28,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,1,-2,55,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,-29,25,1,S. Manganti,2,jump shot,2018.10.17,MOA
ADU,NU,0,9,16,1,S. Manganti,2,jump shot,2018.10.17,MOA
ADU,NU,1,22,25,2,J. Ahanmisi,2,lay up,2018.10.17,MOA
ADU,NU,1,-1,0,21,P. Sarr,2,dunk,2018.10.17,MOA
ADU,NU,1,6,13,7,J. Lastimosa,2,lay up,2018.10.17,MOA
ADU,NU,1,19,13,10,S. Camacho,2,lay up,2018.10.17,MOA
ADU,NU,1,-9,74,7,J. Lastimosa,3,jump shot,2018.10.17,MOA
ADU,NU,0,-6,14,7,J. Lastimosa,2,jump shot,2018.10.17,MOA
ADU,NU,0,14,79,4,C. Catapusan,3,jump shot,2018.10.17,MOA
ADU,NU,1,-17,47,11,J. Espeleta,2,jump shot,2018.10.17,MOA
ADU,NU,0,12,25,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,1,-10,45,11,J. Espeleta,2,jump shot,2018.10.17,MOA
ADU,NU,0,-23,9,11,J. Espeleta,2,jump shot,2018.10.17,MOA
ADU,NU,1,-15,5,19,E. Mojica,2,lay up,2018.10.17,MOA
ADU,NU,1,14,10,21,P. Sarr,2,lay up,2018.10.17,MOA
ADU,NU,0,44,58,19,E. Mojica,3,jump shot,2018.10.17,MOA
ADU,NU,0,-45,5,1,S. Manganti,2,jump shot,2018.10.17,MOA
ADU,NU,0,2,23,19,E. Mojica,2,jump shot,2018.10.17,MOA
ADU,NU,0,-53,57,19,E. Mojica,3,jump shot,2018.10.17,MOA
ADU,NU,0,59,48,14,J. Pingoy,3,jump shot,2018.10.17,MOA
ADU,NU,0,-10,24,1,S. Manganti,2,jump shot,2018.10.17,MOA
ADU,NU,0,0,38,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,22,75,1,S. Manganti,3,jump shot,2018.10.17,MOA
ADU,NU,0,-28,41,14,J. Pingoy,2,jump shot,2018.10.17,MOA
ADU,NU,1,-13,2,29,V. Magbuhos,2,jump shot,2018.10.17,MOA
ADU,NU,0,33,28,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,1,-12,10,29,V. Magbuhos,2,jump shot,2018.10.17,MOA
ADU,NU,1,3,15,1,S. Manganti,2,lay up,2018.10.17,MOA
ADU,NU,0,-26,10,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,1,46,63,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA
ADU,NU,0,44,33,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,0,48,9,11,J. Espeleta,2,jump shot,2018.10.17,MOA
ADU,NU,1,-54,56,1,S. Manganti,3,jump shot,2018.10.17,MOA
ADU,NU,0,-12,10,1,S. Manganti,2,jump shot,2018.10.17,MOA
ADU,NU,1,-8,7,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,-35,67,11,J. Espeleta,3,jump shot,2018.10.17,MOA
ADU,NU,1,-37,18,11,J. Espeleta,2,jump shot,2018.10.17,MOA
ADU,NU,0,-35,12,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,0,-16,73,1,S. Manganti,3,jump shot,2018.10.17,MOA
ADU,NU,1,29,50,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,0,-64,34,21,P. Sarr,3,jump shot,2018.10.17,MOA
ADU,NU,1,-5,22,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA
ADU,NU,0,65,37,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA
ADU,NU,0,4,23,21,P. Sarr,2,jump shot,2018.10.17,MOA
ADU,NU,1,8,54,11,J. Espeleta,2,jump shot,2018.10.17,MOA
DLSU,ADU,0,9,77,6,J. Manuel,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,0,27,15,K. Montalbo,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,64,34,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-1,18,15,K. Montalbo,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-18,76,19,J. Baltazar,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-51,58,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-6,4,6,J. Manuel,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-29,2,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,21,36,30,A. Caracut,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-3,21,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-14,7,25,L. Santillian,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-14,4,3,M. Corteza,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-38,36,30,A. Caracut,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,7,6,25,L. Santillian,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-7,1,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-1,8,30,A. Caracut,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-8,2,25,L. Santillian,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-15,11,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-32,-5,30,A. Caracut,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,55,57,25,L. Santillian,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,6,4,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,14,74,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,-7,0,7,M. Dyke,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,43,7,7,M. Dyke,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-49,3,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,2,17,7,M. Dyke,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,-23,12,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,0,6,11,A. Melecio,2,lay up,2018.10.20,SAC
DLSU,ADU,0,1,9,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-43,5,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,21,10,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,9,27,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,10,7,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,44,22,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,-10,17,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-10,4,32,B. Bates,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,17,6,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,7,2,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-41,66,6,J. Manuel,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,1,6,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,7,2,19,J. Baltazar,2,lay up,2018.10.20,SAC
DLSU,ADU,0,-39,62,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,-4,44,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,70,0,15,K. Montalbo,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,8,2,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,9,7,15,K. Montalbo,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,8,3,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,-29,12,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,9,8,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,46,60,7,M. Dyke,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-27,19,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,24,79,30,A. Caracut,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,-43,20,25,L. Santillian,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-7,5,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,-34,32,15,K. Montalbo,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-42,48,30,A. Caracut,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-40,14,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,1,-1,7,25,L. Santillian,2,lay up,2018.10.20,SAC
DLSU,ADU,1,58,51,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,44,61,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,1,75,15,K. Montalbo,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-2,63,11,A. Melecio,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,0,13,18,F. Serrano,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-5,12,32,B. Bates,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,-31,14,19,J. Baltazar,2,jump shot,2018.10.20,SAC
DLSU,ADU,0,46,65,15,K. Montalbo,3,jump shot,2018.10.20,SAC
DLSU,ADU,0,-36,72,11,A. Melecio,3,jump shot,2018.10.20,SAC
DLSU,ADU,1,9,2,18,F. Serrano,2,lay up,2018.10.20,SAC
DLSU,ADU,0,-40,0,25,L. Santillian,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-2,8,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-14,3,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-7,47,25,K. Zaldivar,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,15,75,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-63,35,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-22,73,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,0,11,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-34,34,2,J. Ahanmisi,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-13,13,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-8,30,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-46,58,19,E. Mojica,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,15,3,2,J. Ahanmisi,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-13,4,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,7,3,29,V. Magbuhos,2,lay up,2018.10.20,SAC
ADU,DLSU,0,-7,6,7,J. Lastimosa,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-70,-2,1,S. Manganti,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,7,3,4,C. Catapusan,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,3,1,S. Manganti,2,lay up,2018.10.20,SAC
ADU,DLSU,0,52,54,19,E. Mojica,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,36,71,7,J. Lastimosa,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,67,32,1,S. Manganti,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,2,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,0,0,1,S. Manganti,2,dunk,2018.10.20,SAC
ADU,DLSU,0,9,74,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-42,71,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,2,10,S. Camacho,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,9,41,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,3,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-46,58,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-35,63,1,S. Manganti,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,62,37,7,J. Lastimosa,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-7,2,20,K. Bernardo,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,37,69,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-18,71,7,J. Lastimosa,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-9,2,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-71,0,1,S. Manganti,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-1,9,4,C. Catapusan,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,11,1,4,C. Catapusan,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-42,64,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-13,57,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,7,5,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,2,25,K. Zaldivar,2,lay up,2018.10.20,SAC
ADU,DLSU,0,-1,51,2,J. Ahanmisi,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,51,29,2,J. Ahanmisi,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,1,8,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,58,53,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,49,3,14,J. Pingoy,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-20,9,29,V. Magbuhos,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-7,1,1,S. Manganti,2,lay up,2018.10.20,SAC
ADU,DLSU,1,68,27,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-2,87,7,J. Lastimosa,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-45,12,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,1,21,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-2,12,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-29,10,10,S. Camacho,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-6,7,11,J. Espeleta,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-3,12,10,S. Camacho,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,9,8,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,0,49,4,C. Catapusan,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,11,11,4,C. Catapusan,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-8,6,10,S. Camacho,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-1,20,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,-44,59,2,J. Ahanmisi,3,jump shot,2018.10.20,SAC
ADU,DLSU,1,-70,-4,1,S. Manganti,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,-3,34,1,S. Manganti,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-52,55,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,47,23,10,S. Camacho,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,40,62,14,J. Pingoy,3,jump shot,2018.10.20,SAC
ADU,DLSU,0,5,5,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,0,7,3,21,P. Sarr,2,jump shot,2018.10.20,SAC
ADU,DLSU,1,-6,2,21,P. Sarr,2,lay up,2018.10.20,SAC
ADU,DLSU,0,-40,15,2,J. Ahanmisi,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,0,16,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-9,5,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,39,38,3,J. Parker,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,2,32,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,6,3,10,W. Comboy,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-58,46,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-5,3,3,J. Parker,2,lay up,2018.10.20,SAC
FEU,ADMU,0,67,30,2,A. Stockton,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,5,3,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-68,29,9,H. Cani,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-50,57,21,R. Escoto,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,43,61,21,R. Escoto,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,69,30,20,K. Tuffin,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,1,12,17,P. Orizu,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,0,26,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-70,22,9,H. Cani,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,5,4,9,H. Cani,2,lay up,2018.10.20,SAC
FEU,ADMU,0,57,54,9,H. Cani,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-71,4,5,A. Inigo,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-30,3,20,K. Tuffin,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-43,62,5,A. Inigo,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-2,32,2,A. Stockton,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-33,66,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-58,2,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,69,-4,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-13,3,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,9,2,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,33,22,13,L. Gonzales,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,43,16,15,B. Bienes,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-45,60,10,W. Comboy,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,44,23,3,J. Parker,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,38,28,10,W. Comboy,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-59,0,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,58,84,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,35,72,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-41,14,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,6,3,8,B. Ebona,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-5,50,3,J. Parker,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-14,5,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,35,61,21,R. Escoto,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-39,42,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,55,52,10,W. Comboy,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-70,0,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-69,6,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-60,47,20,K. Tuffin,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,10,2,10,W. Comboy,2,lay up,2018.10.20,SAC
FEU,ADMU,0,46,57,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,20,5,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-69,0,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,70,-2,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,1,9,21,R. Escoto,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,70,0,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,63,8,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-12,10,2,A. Stockton,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-8,2,2,A. Stockton,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-5,9,13,L. Gonzales,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-60,48,9,H. Cani,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-68,0,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-33,16,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,-19,8,15,B. Bienes,2,jump shot,2018.10.20,SAC
FEU,ADMU,1,0,78,10,W. Comboy,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,-1,16,20,K. Tuffin,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,35,40,10,W. Comboy,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-30,20,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-7,27,15,B. Bienes,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,-11,1,2,A. Stockton,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,23,81,10,W. Comboy,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,7,0,9,H. Cani,2,lay up,2018.10.20,SAC
FEU,ADMU,0,10,73,3,J. Parker,3,jump shot,2018.10.20,SAC
FEU,ADMU,0,1,26,9,H. Cani,2,jump shot,2018.10.20,SAC
FEU,ADMU,0,28,69,15,B. Bienes,3,jump shot,2018.10.20,SAC
FEU,ADMU,1,-62,38,1,J. Nunag,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,0,16,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-45,66,3,A. Wong,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,-7,3,22,R. Verano,2,lay up,2018.10.20,SAC
ADMU,FEU,0,-21,22,19,T. Tio,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,72,23,4,A. Asistio,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,-31,52,19,T. Tio,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-7,4,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,23,54,22,R. Verano,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,-59,47,19,T. Tio,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,-7,73,4,A. Asistio,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,-35,22,4,A. Asistio,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,1,62,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,18,73,13,W. Navarro,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,7,4,8,A. Black,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,40,35,11,I. Go,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-16,15,27,S. Belangel,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,-68,-1,10,J. Mendoza,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,0,14,10,J. Mendoza,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,22,76,27,S. Belangel,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,0,77,10,J. Mendoza,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,-11,13,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,-9,4,27,S. Belangel,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,0,1,34,A. Kouame,2,dunk,2018.10.20,SAC
ADMU,FEU,1,-20,38,5,G. Mamuyac,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,31,71,11,I. Go,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,-10,42,5,G. Mamuyac,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-13,0,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,69,3,22,R. Verano,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,-7,5,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,-33,68,3,A. Wong,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,-2,8,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,49,62,19,T. Tio,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,1,47,19,T. Tio,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,9,2,22,R. Verano,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,3,5,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,-42,61,19,T. Tio,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,-64,38,3,A. Wong,3,jump shot,2018.10.20,SAC
ADMU,FEU,1,62,47,4,A. Asistio,3,jump shot,2018.10.20,SAC
ADMU,FEU,0,48,11,4,A. Asistio,2,jump shot,2018.10.20,SAC
ADMU,FEU,0,38,8,22,R. Verano,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-5,3,34,A. Kouame,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,13,30,19,T. Tio,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-14,10,22,R. Verano,2,jump shot,2018.10.20,SAC
ADMU,FEU,1,-1,48,19,T. Tio,2,jump shot,2018.10.20,SAC
